,artistas,cancion_id,emocion,imagen,preview_url,titulo
744,"['Mando Diao', 'Maxida Märak']",0m4BYE7GmK14Ft3hpSmGhR,Calmado,https://i.scdn.co/image/e69c47022c6df91422f43a4ebdbba7a595953832,https://p.scdn.co/mp3-preview/b5ddc08fd0eb54553aee1da85aae146c7ab2398a?cid=8ef0ee1341c140f2bfebf028664b280d,Love Last Forever - The Official Song For FIS Nordic World Ski Championships 2015
745,['Arctic Monkeys'],7EUcOIbJSePmXGvAe7G79C,Excitado,https://i.scdn.co/image/bf2d4fb9a4409abe4bfb7888f838d14865b63b63,https://p.scdn.co/mp3-preview/8014fb007168b524d5937f3cf8feac6942618f35?cid=8ef0ee1341c140f2bfebf028664b280d,Black Treacle
746,"['Madison Mars', 'Caslin']",4XqYad3U10ApzdAsgWTohD,Activo,https://i.scdn.co/image/a33349bc4011bf1b70819641d9b94bd8c8761490,https://p.scdn.co/mp3-preview/6c8334fd78a524450e969dc11496a35fb5ba6727?cid=8ef0ee1341c140f2bfebf028664b280d,All They Wanna Be
747,"['Don Diablo', 'BullySongs']",2ifr3fUGsq83wCcO6txv1q,Triste,https://i.scdn.co/image/cbd79346fb1c54d437d94da4022334578e7f34e4,https://p.scdn.co/mp3-preview/99e043da984ba6e893dda705bb1a8e21df5da635?cid=8ef0ee1341c140f2bfebf028664b280d,Found You
748,['fantompower'],5qtDtKUFhzYqJ77qb1W6o2,Aburrido,https://i.scdn.co/image/2f4c005f07579f67d5e3f29c6c9bfe670e16c1a2,https://p.scdn.co/mp3-preview/feb9cf4bb6dc70bcd2db5e35f960691332ce76b3?cid=8ef0ee1341c140f2bfebf028664b280d,Prelude / with You
749,['Bruno Mars'],0kN8xEmgMW9mh7UmDYHlJP,Exaltado,https://i.scdn.co/image/bf41f93f8c895eff007b88bd2e23e12dfe078792,https://p.scdn.co/mp3-preview/734b5d7f9b5552bb2a886b042be24c9ca6be9c9f?cid=8ef0ee1341c140f2bfebf028664b280d,Versace On The Floor
750,['El Canto Del Loco'],0HQ6KHOBtpGdV7c40wwNSA,Excitado,https://i.scdn.co/image/18ade291056607c21e256cfb61665b4a51df06f9,https://p.scdn.co/mp3-preview/15675acca84a37be36faeae275cf7d7a400ddb30?cid=8ef0ee1341c140f2bfebf028664b280d,Tal Como Eres
751,['Melendi'],6IBPbunlI7QcV7wzE0NSVx,Alegre,https://i.scdn.co/image/10e289aa6ce75b0c954a6112a7ca13432a931d32,https://p.scdn.co/mp3-preview/b8d7d7b6e43f8a44f79f5209b878aa419e1677c8?cid=8ef0ee1341c140f2bfebf028664b280d,Un violinista en tu tejado
752,['Vanessa Carlton'],5y69gQtK33qxb8a24ACkCy,Excitado,https://i.scdn.co/image/094fd4caccab8ed77ee43f8a08d7e56a2eb747c4,https://p.scdn.co/mp3-preview/46b4bb729715ab7945f60d83df22acde956ed57e?cid=8ef0ee1341c140f2bfebf028664b280d,A Thousand Miles
753,"['Taio Cruz', 'Kylie Minogue']",6AxCr5G75R5rqyNCYWVpTo,Excitado,https://i.scdn.co/image/203acd1e50317084c81eb0d6773f6cb0d69c5893,https://p.scdn.co/mp3-preview/e5495799f397cbe1802b7350e1cba620f6df185a?cid=8ef0ee1341c140f2bfebf028664b280d,Higher
754,"['John Williams', 'Itzhak Perlman', 'Boston Symphony Orchestra']",3DzMT13HJV7EsbVbNZZJZQ,Deprimido,https://i.scdn.co/image/1ab3cf6182b10070c64db769bef34e0f89583320,https://p.scdn.co/mp3-preview/a69948ef847bfaf7cc6626c60362243cd475e74b?cid=8ef0ee1341c140f2bfebf028664b280d,Theme From Schindler's List
755,['Johannes Bornlof'],6x5tRBmT3426qhiOepUDOB,Aburrido,https://i.scdn.co/image/a6a30714dd88fa3dc651b2a028fd39b632c7753b,https://p.scdn.co/mp3-preview/6068fb9262034862d4d064437fb712657298e78c?cid=8ef0ee1341c140f2bfebf028664b280d,Flight
756,['DELLAFUENTE'],1PZhC5AcstEJIvh80fKRmE,Calmado,https://i.scdn.co/image/ca1bb5b8369cfcaf6b6d150f858dbb6da7f06c01,https://p.scdn.co/mp3-preview/3981f1bcc899e9feff8f4fc1f15671eef32a2bf6?cid=8ef0ee1341c140f2bfebf028664b280d,A Lo Mejor
757,['Post Malone'],0t6IEH0yGXKMaU86asSmzg,Exaltado,https://i.scdn.co/image/73fb1de575a85db765a1c6c928f81a38d0db03aa,https://p.scdn.co/mp3-preview/f367b2f405d85823ab9dae10a0580d95ca8dc94b?cid=8ef0ee1341c140f2bfebf028664b280d,No Option
758,['DELLAFUENTE'],3eKPI3yCR9vNLAJkxZMcha,Calmado,https://i.scdn.co/image/94e64696f537ab01f4b220862b2f353744176e68,https://p.scdn.co/mp3-preview/c7bc913c89edd3c5c6af08961311a70b72c552ad?cid=8ef0ee1341c140f2bfebf028664b280d,Consentia
759,"['Lil Yachty', 'PnB Rock']",2jey6aQoRNao7Ou9ftOXFC,Alegre,https://i.scdn.co/image/61ee9a142d5b0a84de501e02f69e40677429937b,https://p.scdn.co/mp3-preview/1958a0dab2acc7b83045a935b4648291c725b98f?cid=8ef0ee1341c140f2bfebf028664b280d,she ready
760,"['Yung Beef', 'El Mini']",27y0el9jIo0b2RSVChQYct,Excitado,https://i.scdn.co/image/bccd0c1676ecebb802f70c18cfa5a32b1c1f7717,https://p.scdn.co/mp3-preview/ade6630534661eb165da606ca5830dd07e42dfda?cid=8ef0ee1341c140f2bfebf028664b280d,Pluggg
761,"['Tyler, The Creator', 'Frank Ocean', 'Laetitia Sadier']",04QTBqa3IA4ZAKEuqRPzEH,Calmado,https://i.scdn.co/image/3d609dc6df4b4dda2041394afb8de35f8f11914c,https://p.scdn.co/mp3-preview/1669b0a139c6e1d759ce461f4dd45680e6003f5b?cid=8ef0ee1341c140f2bfebf028664b280d,PartyIsntOver/Campfire/Bimmer
762,"[""Ol' Burger Beats"", 'Maxo', 'Fly Anakin', 'Koncept Jack$on']",4yVmVVbtHSJAmkZFvCtVib,Deprimido,https://i.scdn.co/image/8789f4ad46b2af39f2880410cc415b822053028b,https://p.scdn.co/mp3-preview/b0fb6c2e396facb30cd1a9da3375634b064727b7?cid=8ef0ee1341c140f2bfebf028664b280d,Talking to Demons
763,['j^p^n'],0BFx2DlwB0Cmmi8woZJuoq,Aburrido,https://i.scdn.co/image/661a30fdb6f57ff0bded59ac05a7d3ab6288c86f,https://p.scdn.co/mp3-preview/e0ca1bedd8cbc6ff76087da1150fece999705d48?cid=8ef0ee1341c140f2bfebf028664b280d,Heartbreak
764,['eli filosov [ p h i l o ]'],4vGLMUlQLFc5RWTGAIBnMn,Relajado,https://i.scdn.co/image/02707e5e544c78936f0dcd421447aa2a4bd8424e,https://p.scdn.co/mp3-preview/5c115a6a1053e843799e45c5ecbafd14a94a3764?cid=8ef0ee1341c140f2bfebf028664b280d,windmills
765,"['chief.', 'Flavors']",3RylL9z8l2WhaOI5VrnDbR,Aburrido,https://i.scdn.co/image/f3058ac5edb345847cc274794d785cff8175bcfd,https://p.scdn.co/mp3-preview/d6d3e222dd276fd84d134fba4adabdff49f2fa29?cid=8ef0ee1341c140f2bfebf028664b280d,violet
766,['moow'],6nirn7J8eC8TmGQzg4H89k,Calmado,https://i.scdn.co/image/40cb3467207001433913134447bc978c2d424d10,https://p.scdn.co/mp3-preview/4bc38227029c7efe9a14c0b884f9d960eb2b1cf0?cid=8ef0ee1341c140f2bfebf028664b280d,Crank Dat
767,['frumhere'],4asIzYcnPYRmwZAQ2y5ZIz,Aburrido,https://i.scdn.co/image/9999146ef744287fb454968a91c4b3a79870ee4f,https://p.scdn.co/mp3-preview/75801a02b0a527e553db4560bd136a796cc67712?cid=8ef0ee1341c140f2bfebf028664b280d,still think about you
768,['Idealism'],1QSzH4SBiYtdYpI4CWTRQY,Deprimido,https://i.scdn.co/image/7b9314e655b4e4c315e26242e5bed98c391a5f07,https://p.scdn.co/mp3-preview/add24195b27f388722595d1caa0f122b4a84b8cd?cid=8ef0ee1341c140f2bfebf028664b280d,a moment of silence
769,['[bsd.u]'],7IoVZ7yynM2uKQOTR0s0Ua,Aburrido,https://i.scdn.co/image/c14d9edd86038ed87f8f58baa2a002f76893be55,https://p.scdn.co/mp3-preview/8b217b4f82399f94d437dea44e136e4ef091157a?cid=8ef0ee1341c140f2bfebf028664b280d,french inhale
770,['Tomppabeats'],3Rppo6uStUw9Nrtx8cBLEC,Calmado,https://i.scdn.co/image/0d1bf4e20e46a6507aadf925661ddb467156dc85,https://p.scdn.co/mp3-preview/3c38e1791a0d3b394582dfbf1391f8172584db8c?cid=8ef0ee1341c140f2bfebf028664b280d,The Girl Next Door
771,['potsu'],2nAfnuSyCNPQTbOuNCX8Pw,Aburrido,https://i.scdn.co/image/048d27b80fc119832782c02e37708460a35b6b63,https://p.scdn.co/mp3-preview/b7318e6ac710d9f871d22101bddd6e8573c86ffd?cid=8ef0ee1341c140f2bfebf028664b280d,lovesick
772,['biosphere'],6bqGehVrbU6OfW3iQtSoAj,Aburrido,https://i.scdn.co/image/8e89e1357cf9c6565c92894b68a4f85442173222,https://p.scdn.co/mp3-preview/f2b8b0eecf8a7835c17f79f268af8f3f4f9f874f?cid=8ef0ee1341c140f2bfebf028664b280d,it's a great big world
773,['Sleepdealer'],7bIXxtS6oLDBNzrQpqHS62,Aburrido,https://i.scdn.co/image/a8c39e5a3a0ece6a982050d0e9dd4763eab46454,https://p.scdn.co/mp3-preview/ef0a3ae48476f9780951f6206e24ab2f5f6bc839?cid=8ef0ee1341c140f2bfebf028664b280d,Rolling Papers
774,['Ljones'],5MzB66hfvOvzMuaAz6myLv,Aburrido,https://i.scdn.co/image/955608c99abdd01864aa2fcc66a23ff000aac2e9,https://p.scdn.co/mp3-preview/4d421de57980b2d8249382830205dc7fd3cbbb84?cid=8ef0ee1341c140f2bfebf028664b280d,Mango Kimono
775,['Shlohmo'],3oGqaG8lbdMzw4kgRb0CYz,Calmado,https://i.scdn.co/image/41ce55e87460747d951be75bcbbc17160469cc69,https://p.scdn.co/mp3-preview/47d6fe67e57fb41129dda6cdba87f7435b57f7cd?cid=8ef0ee1341c140f2bfebf028664b280d,Places
776,['Idealism'],7pAwFD2HMqGxTnDq8ujxMZ,Aburrido,https://i.scdn.co/image/2e003f21ae53350a458998da9f7811c4a34db2d8,https://p.scdn.co/mp3-preview/e66e0402e5cc9cdb8cee2e2b8f895e2aead77c6c?cid=8ef0ee1341c140f2bfebf028664b280d,controlla
777,['Shing02'],6TxDFfXqraQlaCS2DNfy5w,Activo,https://i.scdn.co/image/8094ccc189666bd542cc03456ab5e218bb8a9a02,https://p.scdn.co/mp3-preview/5c2dcc5544795131ce54d5dd1eb86d18ba79fa1a?cid=8ef0ee1341c140f2bfebf028664b280d,Luv (Sic)
778,['The Deli'],7qrBYrivpvfXUPBMmqh3dA,Aburrido,https://i.scdn.co/image/c7e4e1621270a765b1b0d59edabcc6004f650929,https://p.scdn.co/mp3-preview/9b39f39845f08c96dfc652457eba1b333e45b878?cid=8ef0ee1341c140f2bfebf028664b280d,5:32pm
779,['Wun Two'],24Jk4wYlLRXI9TUMdkHoMN,Aburrido,https://i.scdn.co/image/0846677abd975db115f1541f520ca5be20a47ff1,https://p.scdn.co/mp3-preview/c9598f3e0a3180f49437e8a9e82fd06e028ce875?cid=8ef0ee1341c140f2bfebf028664b280d,Again
780,['Idealism'],5K09haGVi5kJC4hcdPDt9y,Aburrido,https://i.scdn.co/image/9581525b975ac6de96654eb4c87fc78fd71c8b0a,https://p.scdn.co/mp3-preview/113eabda612d0d69811c61c580fa48817cf6d393?cid=8ef0ee1341c140f2bfebf028664b280d,last time
781,['Emilia'],4QOXPy2nuInZBz4wXQqpEv,Excitado,https://i.scdn.co/image/619021e57b9665ee8e38ca662fedc3d0cc96b7ca,https://p.scdn.co/mp3-preview/6a4d257389a9a53504a7ba0fb5684fd2a0087de1?cid=8ef0ee1341c140f2bfebf028664b280d,Big Big World
782,['Sin Bandera'],10fHq85ktXp1K8mO45bugT,Deprimido,https://i.scdn.co/image/037ae48ab4bc01dc1c82ad8e63e1a6a415bbb932,https://p.scdn.co/mp3-preview/506a7758528879564f83fce753ceea237b094f69?cid=8ef0ee1341c140f2bfebf028664b280d,Que Lloro
783,['Alex Ubago'],2425UlXvkIkAEJAtAd8ROm,Calmado,https://i.scdn.co/image/402453fc97dbe69129222286ff23b9dc08b17742,https://p.scdn.co/mp3-preview/c4612965ba82bad0734741b276893f064417b1af?cid=8ef0ee1341c140f2bfebf028664b280d,Aunque no te pueda ver
784,['Son By Four'],0XGr8vRBk9lIKZIbXZZs2N,Alegre,https://i.scdn.co/image/2951b6091a02f6cb8f4533156d5d045454532ea8,https://p.scdn.co/mp3-preview/995c9f85ec1285c551b8c9167180e8671762f874?cid=8ef0ee1341c140f2bfebf028664b280d,A Puro Dolor - Balada
785,['La Oreja de Van Gogh'],2DNyZP4Py6f4zMASLBnIu6,Exaltado,https://i.scdn.co/image/1b489edb5c779d90bee70116394d1238e4a03f52,https://p.scdn.co/mp3-preview/c2fa0280c64d36cf4e426bd636a7c426ee31f7d3?cid=8ef0ee1341c140f2bfebf028664b280d,La Playa
786,['Alex Ubago'],5eYrtywOl1T58VgNTU5aX0,Exaltado,https://i.scdn.co/image/e73d7bf3b6faaaf33d7647738115ce312f5fc211,https://p.scdn.co/mp3-preview/11f7ee6ffd93bb2de056035a6affa56039257b79?cid=8ef0ee1341c140f2bfebf028664b280d,A Gritos de Esperanza
787,['The Veronicas'],5xUs82KOCGuXiea8zCabea,Excitado,https://i.scdn.co/image/cfbe6d61e67c0761ecd334b08e0e91a16a790f5c,https://p.scdn.co/mp3-preview/b7b3a7498e4d1a8a6cb08a80396f648c6371ed3f?cid=8ef0ee1341c140f2bfebf028664b280d,Speechless
788,['Seal'],3YKptz29AsOlm7WAVnztBh,Calmado,https://i.scdn.co/image/cc0c30d660bcfb53f2d5720c0db9a5a8509ef950,https://p.scdn.co/mp3-preview/829c43d9ebc35befea511e6009adf5a115eba387?cid=8ef0ee1341c140f2bfebf028664b280d,Kiss From A Rose
789,['Só Pra Contrariar'],3u9W1EEjkOeWyyNydtGHbk,Aburrido,https://i.scdn.co/image/c9a8a0c4be529432f3282146bc0552bd7732fcf1,https://p.scdn.co/mp3-preview/088235e9e6c6073a73198aaa72bad10b229b6a99?cid=8ef0ee1341c140f2bfebf028664b280d,Cuando Acaba el Placer (Depois do Prazer)
790,['Lana Del Rey'],4Ouhoi2lAhrLJKFzUqEzwl,Relajado,https://i.scdn.co/image/d0b1088e6172acbe186bd7cdb47b099d252261ff,https://p.scdn.co/mp3-preview/b59fc4ef6ed110c5cc93d5b37bda7fae8a8d544b?cid=8ef0ee1341c140f2bfebf028664b280d,Born To Die
791,"['Lea Salonga', 'Brad Kane']",506nvAQgHmkGd13ipZuBwo,Calmado,https://i.scdn.co/image/5ac8d3701cd94db1fb7b6bc39158bfcefef87c7a,https://p.scdn.co/mp3-preview/623f064657887b10d5f292f876c304f0698335e8?cid=8ef0ee1341c140f2bfebf028664b280d,A Whole New World
792,['Frank Ocean'],3xKsf9qdS1CyvXSMEid6g8,Aburrido,https://i.scdn.co/image/e22f959dae6f088b9c6614c4f777efacaf3544f1,https://p.scdn.co/mp3-preview/3ebaac6d4686eea331d448a290941364b047b985?cid=8ef0ee1341c140f2bfebf028664b280d,Pink + White
793,['Frank Ocean'],2ZWlPOoWh0626oTaHrnl2a,Aburrido,https://i.scdn.co/image/e22f959dae6f088b9c6614c4f777efacaf3544f1,https://p.scdn.co/mp3-preview/1faa6f5d71e4993a75450736b2b023ef5888f42f?cid=8ef0ee1341c140f2bfebf028664b280d,Ivy
794,['21 Savage'],2fQrGHiQOvpL9UgPvtYy6G,Excitado,https://i.scdn.co/image/c1198389b8aa0fa3ff453e4c7bdc2b1665e70386,https://p.scdn.co/mp3-preview/249295a31e99403d93c629504ba96e2f636cca20?cid=8ef0ee1341c140f2bfebf028664b280d,Bank Account
795,['Frank Ocean'],0ytw2owVvegkIS87txqV1O,Exaltado,https://i.scdn.co/image/972a7b52097eae708a8689696b3f7264859874f4,https://p.scdn.co/mp3-preview/b48d0eed878d35fcf938f61fa3d0ae5923589a0f?cid=8ef0ee1341c140f2bfebf028664b280d,Swim Good
796,['Lil Uzi Vert'],7GX5flRQZVHRAGd6B4TmDO,Excitado,https://i.scdn.co/image/0ea8577fe124691ddce00bccf9677b16166a21db,https://p.scdn.co/mp3-preview/7add10ee576e9017030c09aa6d8bcaf682714859?cid=8ef0ee1341c140f2bfebf028664b280d,XO TOUR Llif3
797,['M-Clan'],4UtREbGYnd1nZLckEb5y8J,Alegre,https://i.scdn.co/image/1336a284cc70114ed4289134bf11899743e360ff,https://p.scdn.co/mp3-preview/d25b8115b4cc24fed1f95e78a75ac206b4528624?cid=8ef0ee1341c140f2bfebf028664b280d,Carolina
798,['Hard-FI'],5vQgBMIJrOrXvp3vcJt97o,Excitado,https://i.scdn.co/image/5379954100e9d8ef77956844454ccf8f15760540,https://p.scdn.co/mp3-preview/6cc4ef24049b04247bf9d8766b1463101fcc0fe9?cid=8ef0ee1341c140f2bfebf028664b280d,Feels Good
799,['Kasabian'],2mj0Vf7UepRY8x2YzqtOME,Activo,https://i.scdn.co/image/70c40c62c09d0db73a2abe2d6f8c5cafe8c98a11,https://p.scdn.co/mp3-preview/9292b42bff2e7574ee84d1088980654918851d28?cid=8ef0ee1341c140f2bfebf028664b280d,Processed Beats
800,['Dirty Pretty Things'],0fiB5cRA2lngpF06X1Ou4u,Exaltado,https://i.scdn.co/image/c60bbe53bd051a43be43f7599871664ad77f4005,https://p.scdn.co/mp3-preview/c24c89874bed9b3455910c0c8e45ec1fe3c4a813?cid=8ef0ee1341c140f2bfebf028664b280d,Bang Bang You're Dead
801,['Viva Suecia'],0olbdwIJ3oSRERKdlmky4r,Alegre,https://i.scdn.co/image/b069ed0b76a1ace1850e60450b2f38cb6c38f4b5,https://p.scdn.co/mp3-preview/2c52eb02e29c8c2e73e01db9b39df433b60a9b7b?cid=8ef0ee1341c140f2bfebf028664b280d,Bien por Ti
802,['The Wombats'],3Q5Pc6K4UXJ0ke6YnklC1e,Excitado,https://i.scdn.co/image/ca31f392258f0ceddaace370ae9782582c264d31,https://p.scdn.co/mp3-preview/853ba2a9fec1e0af956b92e0a1922d354a5ffc3f?cid=8ef0ee1341c140f2bfebf028664b280d,Lemon to a Knife Fight
803,['Varry Brava'],0p7ZuCBUYIDG8uDVOTHXvq,Alegre,https://i.scdn.co/image/bea3614c3ec311746fdb0c4a1429d520bb1eef77,https://p.scdn.co/mp3-preview/f4fa9167fe394e2f2c069b58ea53aba09791cef5?cid=8ef0ee1341c140f2bfebf028664b280d,No Gires
804,['Catfish and the Bottlemen'],4Iw5wMFNlvWxTSnu1cdZVi,Exaltado,https://i.scdn.co/image/d34a3101ba7bc7a72d3f84da80c8e461be2ac9ae,https://p.scdn.co/mp3-preview/9a2d0908eb7d1766943000b6a35e2430f33e60bf?cid=8ef0ee1341c140f2bfebf028664b280d,Anything
805,['Tame Impala'],6HqWcIutC3Bwk6awM1jnGP,Sereno,https://i.scdn.co/image/b7aa0fd057ac13eaee00822c7c2b218956c0e21c,https://p.scdn.co/mp3-preview/41cf8c5c4eac99260c0ac5998bcb820fd773fea6?cid=8ef0ee1341c140f2bfebf028664b280d,Elephant
806,['Broken Bells'],5C8Vwr9o1WtsoDVPFqPCob,Excitado,https://i.scdn.co/image/821519745be1fae4d49b47801b618b57b4e3fa2c,https://p.scdn.co/mp3-preview/a17a61b48886123b93c27eebd41038a5928bda47?cid=8ef0ee1341c140f2bfebf028664b280d,It's That Talk Again
807,['Two Door Cinema Club'],1qBLtdOv2zTzq0tkc6Vy6t,Calmado,https://i.scdn.co/image/a03a01673e60e173e06afb9f47552ef22466eb01,https://p.scdn.co/mp3-preview/2b8dba4ddb74c9feff56fb355ab0b27bd5a94a7e?cid=8ef0ee1341c140f2bfebf028664b280d,Are We Ready? (Wreck)
808,['Hard-FI'],4QyTAToGczngpDZBhlU7AJ,Excitado,https://i.scdn.co/image/dae591b15e0fb5243cf59b859e169dff87ea27de,https://p.scdn.co/mp3-preview/f70e46d4b774825957ced862574962bd3f4050d3?cid=8ef0ee1341c140f2bfebf028664b280d,Suburban Knights
809,['The Vaccines'],0KNVDEeZWXZPIYKqJeRRpX,Activo,https://i.scdn.co/image/efff9147b94886d695bce7f45dd8613184db5c2c,https://p.scdn.co/mp3-preview/c9c6cf8200bb1c6daa7dd4697f26d0ab87888f3b?cid=8ef0ee1341c140f2bfebf028664b280d,If You Wanna
810,['Love of Lesbian'],1akyeGFjYXwTF65OMgfKEX,Relajado,https://i.scdn.co/image/3c8ec8b8a4a787a6baa8bd3fc29cdeab34c10340,https://p.scdn.co/mp3-preview/d734b1ee66f0bafecfe3c7399931f258327ed505?cid=8ef0ee1341c140f2bfebf028664b280d,Club de fans de John Boy - remix
811,['Love of Lesbian'],2CMvXYrlyN3pd2MID0PY0u,Exaltado,https://i.scdn.co/image/45780f62bd772361552efcc832c53ea1dc455d4e,https://p.scdn.co/mp3-preview/9510b418270629f4b8e5c4d6331b4fc60f9ed281?cid=8ef0ee1341c140f2bfebf028664b280d,Club de fans de John Boy - Live
812,['Two Door Cinema Club'],6SlZp9UeLRIuw92j96dcjU,Exaltado,https://i.scdn.co/image/1cc9e342295b4cd02511553544a26ca3a66fa141,https://p.scdn.co/mp3-preview/c98410a947886808583b8d3b5a27b90ea0eb3153?cid=8ef0ee1341c140f2bfebf028664b280d,Changing Of The Seasons
813,['White Lies'],4DawTC3D58Wvqi88Uv4BZr,Alegre,https://i.scdn.co/image/2cf9df85ac82c90217ecb718c7ec449bedd436be,https://p.scdn.co/mp3-preview/e59faacd676f9e634df85afa570af1b194e5710e?cid=8ef0ee1341c140f2bfebf028664b280d,Tricky To Love
814,['Viola Beach'],3OfnBGS0GJjk0u9l2m9PPI,Calmado,https://i.scdn.co/image/9ca5a7bbe3c773f66317067b7231b09fc4dff13d,https://p.scdn.co/mp3-preview/d3513e9b827b4727ca23f1cf5face901b03615d8?cid=8ef0ee1341c140f2bfebf028664b280d,Swings And Waterslides
815,['The Magic Gang'],0LGWXzEulR2Y3jwuFYY8Pq,Excitado,https://i.scdn.co/image/10ecaf709e7aae84ee56eef4607238f46dce87b2,https://p.scdn.co/mp3-preview/d64ceea133091f3db054b23d29a58c3f6fbd96c1?cid=8ef0ee1341c140f2bfebf028664b280d,How Can I Compete
816,['Sundara Karma'],1xa5lmjPwKj1LVXpxM7HHW,Excitado,https://i.scdn.co/image/8698f5781fd6b1f1f73ed29e5df1ef64af4d46a1,https://p.scdn.co/mp3-preview/2c46254f33a05226cbaa311312adf7a959453407?cid=8ef0ee1341c140f2bfebf028664b280d,Flame
817,['Catfish and the Bottlemen'],4Sdmlm62m1Rj0BqH1Sc9ox,Excitado,https://i.scdn.co/image/6ea2be36b6aa1b5e9243bcf569ae95d943390bee,https://p.scdn.co/mp3-preview/accb0cb298c627a8b4103d0e3c777f4f91c76b30?cid=8ef0ee1341c140f2bfebf028664b280d,Cocoon
818,"[""Noel Gallagher's High Flying Birds""]",1PG1nxJUA6QYLrsiwc3X62,Excitado,https://i.scdn.co/image/2292897dfb9292262b17d5a577e5f429ca148ee6,https://p.scdn.co/mp3-preview/ae33b9bf7e195ca60b75401e5083ad03529c0436?cid=8ef0ee1341c140f2bfebf028664b280d,The Death Of You And Me
819,['Circa Waves'],4bNuzvbOyjY6zvzEpKL15v,Exaltado,https://i.scdn.co/image/79f2916e454d793ecc6c763a7eadc23659adebfe,https://p.scdn.co/mp3-preview/d6fc209f012043d8277f15454afa9024aa65944f?cid=8ef0ee1341c140f2bfebf028664b280d,Wake Up
820,['Sundara Karma'],5O0gvPYHxJ81n01JYeUN64,Activo,https://i.scdn.co/image/edb867bdcc043918818490aba877cca2a4789aa7,https://p.scdn.co/mp3-preview/7d3d30fb38fe3b564eee2fff54d9633f1c58b0f4?cid=8ef0ee1341c140f2bfebf028664b280d,Olympia
821,['Broken Bells'],2VGuK4IlV5jhobV8x3eOJg,Exaltado,https://i.scdn.co/image/e7c6f85661f52d8c808d968101020c785b68c3b0,https://p.scdn.co/mp3-preview/437146b84f337b5d57dc6dfc7d69dfbafdda0a35?cid=8ef0ee1341c140f2bfebf028664b280d,After the Disco
822,['Hard-FI'],5dTcEcDpGB0IHHBP1w2wwL,Exaltado,https://i.scdn.co/image/5379954100e9d8ef77956844454ccf8f15760540,https://p.scdn.co/mp3-preview/460e865c84f7763d1782253d4bcb9ce39bef0732?cid=8ef0ee1341c140f2bfebf028664b280d,Good For Nothing
823,['Supersubmarina'],3skvqANbxLJ7qV3mLX6I0N,Activo,https://i.scdn.co/image/a40b688252f6caf352e745e0f3b5c3c838d137f7,https://p.scdn.co/mp3-preview/3b48a1c7af3c2e89e0b233445bad83b4a3a74c5f?cid=8ef0ee1341c140f2bfebf028664b280d,Cancion De Guerra
824,['The Cribs'],3ufbsUF0fpOjHmBOGjYSQ0,Exaltado,https://i.scdn.co/image/11145e511f159fff9182f64b9ee7a3f8e37c674a,https://p.scdn.co/mp3-preview/e6872418677ff7bd39caa7007ee3d5a8a3066bac?cid=8ef0ee1341c140f2bfebf028664b280d,We Share The Same Skies
825,['Hard-FI'],7MznFf1Da0eoDG7vPDUSke,Exaltado,https://i.scdn.co/image/53a3cc6e28ac62fa8cabd1a1bc3a2ae94f29dbf4,https://p.scdn.co/mp3-preview/57f369105361ba02e4690e63a57abd6529feaca5?cid=8ef0ee1341c140f2bfebf028664b280d,Sick Of It All
826,['The Wombats'],5o2UsVpnpQcDDRcuEPzGIm,Excitado,https://i.scdn.co/image/08c540b1da725d5d075d81047322e3f80a7e317c,https://p.scdn.co/mp3-preview/1c3c548967d96a37f95b55fa5e274398ef3f6a3c?cid=8ef0ee1341c140f2bfebf028664b280d,Tokyo - Vampires & Wolves
827,['Interpol'],4dxHS0hjxMEwZoV23lq74D,Exaltado,https://i.scdn.co/image/63c675ab06873b46b03c0743e267b5d105c48a8b,https://p.scdn.co/mp3-preview/934152082ae74a7cd3ba8b3940477b50dcdbf42b?cid=8ef0ee1341c140f2bfebf028664b280d,C'mere
828,['Aaron Lansing'],1JoAjYaI3zvhXVx41HH7Fc,Aburrido,https://i.scdn.co/image/795eff2bcfc3d1cb7bc4006236c78024917be44b,https://p.scdn.co/mp3-preview/ea8a6bef8511a1cedadf1fae0cc6d2df6d5b3c33?cid=8ef0ee1341c140f2bfebf028664b280d,Naive Spin
829,['The Kooks'],2AnPNCZounMOg6f4rRJASv,Aburrido,https://i.scdn.co/image/1badb7f24daa733f516c8f9781ba248f3a7e4a83,https://p.scdn.co/mp3-preview/d7b31c44c78717434f1cd9de640172c2970233d3?cid=8ef0ee1341c140f2bfebf028664b280d,Naive - Acoustic
830,['Stereophonics'],0IOgCgSDoRBHK9uNTpJnbx,Exaltado,https://i.scdn.co/image/0f0058550ccb05a4454caca3530237dfe0b591eb,https://p.scdn.co/mp3-preview/0ebc9115999cd596243ba78ce3c7a0c7857a1be5?cid=8ef0ee1341c140f2bfebf028664b280d,Dakota
831,['Lime Cordiale'],37Kj037Is4AcOvj3vwzN7Z,Excitado,https://i.scdn.co/image/3b03e1371bea995c71a32c4ecf1fbe40594e2ad5,https://p.scdn.co/mp3-preview/905c1af1e31f104e8f758c461efbfce364818682?cid=8ef0ee1341c140f2bfebf028664b280d,Hanging Upside Down
832,['LSD and the Search for God'],0dcu28YT8cXZH7JTIraszp,Relajado,https://i.scdn.co/image/99778a1d59aec6652bc975b7120b59f778bae02e,https://p.scdn.co/mp3-preview/545e2895ef551132ed3e4f03454abb1d3e079e83?cid=8ef0ee1341c140f2bfebf028664b280d,Starting Over
